id,treatment,choice_set,card,alternative,chosen,development,water,cultural,alt_label,dev_limited,dev_high,dev_com,wat_med,wat_low,cult_s,cult_sl,n_answered,complete,councillor,role,lim_money,res_money,com_money,med_money,low_money,occasion
3,3,4,11,2,1,Commercial,High,Stables & landscape,Option B,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,1,0,0,34
3,3,4,11,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,34
4,2,1,1,1,1,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,0,Policy staff,0,1,0,0,0,41
4,2,1,1,2,0,Limited,Low,None,Option B,1,0,0,0,1,0,0,4,1,0,Policy staff,1,0,0,0,0,41
4,2,1,1,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,41
4,2,2,7,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,0,Policy staff,0,0,1,0,0,42
4,2,2,7,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,0,Policy staff,0,1,0,0,0,42
4,2,2,7,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,42
4,2,3,10,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,0,Policy staff,0,0,1,0,0,43
4,2,3,10,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,0,0,43
4,2,3,10,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,43
4,2,4,11,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,0,Policy staff,0,1,0,0,0,44
4,2,4,11,2,1,Commercial,High,Stables & landscape,Option B,0,0,1,0,0,0,1,4,1,0,Policy staff,0,0,1,0,0,44
4,2,4,11,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,44
5,2,1,3,1,0,Residential,Low,Stables & landscape,Option A,0,1,0,0,1,0,1,4,1,1,Councillor,0,1,0,0,0,51
5,2,1,3,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,51
5,2,1,3,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,51
5,2,2,4,1,1,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,1,0,0,0,52
5,2,2,4,2,0,Commercial,Medium,None,Option B,0,0,1,1,0,0,0,4,1,1,Councillor,0,0,1,0,0,52
5,2,2,4,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,52
5,2,3,5,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,53
5,2,3,5,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,1,0,0,0,53
5,2,3,5,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,53
5,2,4,8,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,54
5,2,4,8,2,1,Commercial,High,Stables,Option B,0,0,1,0,0,1,0,4,1,1,Councillor,0,0,1,0,0,54
5,2,4,8,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,54
6,1,1,2,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,61
6,1,1,2,2,1,Residential,High,Stables & landscape,Option B,0,1,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,61
6,1,1,2,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,61
6,1,2,9,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,62
6,1,2,9,2,0,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,62
6,1,2,9,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,62
6,1,3,10,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,63
6,1,3,10,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,63
6,1,3,10,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,63
6,1,4,12,1,1,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,64
6,1,4,12,2,0,Residential,Low,Stables,Option B,0,1,0,0,1,1,0,4,1,1,Councillor,0,0,0,0,0,64
6,1,4,12,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,64
7,1,1,5,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,71
7,1,1,5,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,0,0,0,0,71
7,1,1,5,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,71
7,1,2,6,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,72
7,1,2,6,2,1,Limited,High,Stables & landscape,Option B,1,0,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,72
7,1,2,6,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,72
7,1,3,7,1,0,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,73
7,1,3,7,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,0,0,0,0,73
7,1,3,7,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,73
7,1,4,11,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,74
7,1,4,11,2,1,Commercial,High,Stables & landscape,Option B,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,74
7,1,4,11,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,74
8,3,1,1,1,0,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,1,0,0,0,81
8,3,1,1,2,1,Limited,Low,None,Option B,1,0,0,0,1,0,0,4,1,1,Councillor,1,0,0,0,1,81
8,3,1,1,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,81
8,3,2,2,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,1,0,1,82
8,3,2,2,2,0,Residential,High,Stables & landscape,Option B,0,1,0,0,0,0,1,4,1,1,Councillor,0,1,0,0,0,82
8,3,2,2,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,82
8,3,3,10,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,1,0,1,83
8,3,3,10,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,1,0,83
8,3,3,10,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,83
8,3,4,11,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,1,0,0,1,84
8,3,4,11,2,1,Commercial,High,Stables & landscape,Option B,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,1,0,0,84
8,3,4,11,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,84
9,1,1,2,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,91
9,1,1,2,2,1,Residential,High,Stables & landscape,Option B,0,1,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,91
9,1,1,2,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,91
9,1,2,4,1,1,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,92
9,1,2,4,2,0,Commercial,Medium,None,Option B,0,0,1,1,0,0,0,4,1,1,Councillor,0,0,0,0,0,92
9,1,2,4,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,92
9,1,3,5,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,93
9,1,3,5,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,0,0,0,0,93
9,1,3,5,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,93
9,1,4,10,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,94
9,1,4,10,2,0,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,94
9,1,4,10,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,94
10,3,1,5,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,101
10,3,1,5,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,0,Policy staff,0,1,0,1,0,101
10,3,1,5,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,101
10,3,2,6,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,0,Policy staff,0,1,0,0,1,102
10,3,2,6,2,0,Limited,High,Stables & landscape,Option B,1,0,0,0,0,0,1,4,1,0,Policy staff,1,0,0,0,0,102
10,3,2,6,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,102
10,3,3,8,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,103
10,3,3,8,2,1,Commercial,High,Stables,Option B,0,0,1,0,0,1,0,4,1,0,Policy staff,0,0,1,0,0,103
10,3,3,8,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,103
10,3,4,9,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,0,Policy staff,0,0,1,0,0,104
10,3,4,9,2,0,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,104
10,3,4,9,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,104
11,2,1,4,1,0,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,1,0,0,0,111
11,2,1,4,2,1,Commercial,Medium,None,Option B,0,0,1,1,0,0,0,4,1,1,Councillor,0,0,1,0,0,111
11,2,1,4,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,111
11,2,2,7,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,1,0,0,112
11,2,2,7,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,1,0,0,0,112
11,2,2,7,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,112
11,2,3,10,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,1,0,0,113
11,2,3,10,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,113
11,2,3,10,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,113
11,2,4,12,1,1,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,114
11,2,4,12,2,0,Residential,Low,Stables,Option B,0,1,0,0,1,1,0,4,1,1,Councillor,0,1,0,0,0,114
11,2,4,12,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,114
12,1,1,3,1,0,Residential,Low,Stables & landscape,Option A,0,1,0,0,1,0,1,4,1,1,Councillor,0,0,0,0,0,121
12,1,1,3,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,121
12,1,1,3,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,121
12,1,2,7,1,0,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,122
12,1,2,7,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,0,0,0,0,122
12,1,2,7,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,122
12,1,3,8,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,123
12,1,3,8,2,1,Commercial,High,Stables,Option B,0,0,1,0,0,1,0,4,1,1,Councillor,0,0,0,0,0,123
12,1,3,8,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,123
12,1,4,12,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,124
12,1,4,12,2,1,Residential,Low,Stables,Option B,0,1,0,0,1,1,0,4,1,1,Councillor,0,0,0,0,0,124
12,1,4,12,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,124
13,3,1,3,1,0,Residential,Low,Stables & landscape,Option A,0,1,0,0,1,0,1,4,1,0,Policy staff,0,1,0,0,1,131
13,3,1,3,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,131
13,3,1,3,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,131
13,3,2,8,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,132
13,3,2,8,2,1,Commercial,High,Stables,Option B,0,0,1,0,0,1,0,4,1,0,Policy staff,0,0,1,0,0,132
13,3,2,8,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,132
13,3,3,9,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,0,Policy staff,0,0,1,0,0,133
13,3,3,9,2,0,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,133
13,3,3,9,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,133
13,3,4,12,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,1,0,134
13,3,4,12,2,0,Residential,Low,Stables,Option B,0,1,0,0,1,1,0,4,1,0,Policy staff,0,1,0,0,1,134
13,3,4,12,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,134
14,2,1,3,1,0,Residential,Low,Stables & landscape,Option A,0,1,0,0,1,0,1,4,1,1,Councillor,0,1,0,0,0,141
14,2,1,3,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,141
14,2,1,3,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,141
14,2,2,5,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,142
14,2,2,5,2,1,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,1,Councillor,0,1,0,0,0,142
14,2,2,5,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,142
14,2,3,10,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,1,0,0,143
14,2,3,10,2,1,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,143
14,2,3,10,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,143
14,2,4,11,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,1,0,0,0,144
14,2,4,11,2,1,Commercial,High,Stables & landscape,Option B,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,1,0,0,144
14,2,4,11,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,144
15,1,1,2,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,151
15,1,1,2,2,1,Residential,High,Stables & landscape,Option B,0,1,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,151
15,1,1,2,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,151
15,1,2,4,1,1,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,152
15,1,2,4,2,0,Commercial,Medium,None,Option B,0,0,1,1,0,0,0,4,1,1,Councillor,0,0,0,0,0,152
15,1,2,4,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,152
15,1,3,6,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,153
15,1,3,6,2,1,Limited,High,Stables & landscape,Option B,1,0,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,153
15,1,3,6,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,153
15,1,4,8,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,154
15,1,4,8,2,0,Commercial,High,Stables,Option B,0,0,1,0,0,1,0,4,1,1,Councillor,0,0,0,0,0,154
15,1,4,8,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,154
16,2,1,2,1,0,Commercial,Low,None,Option A,0,0,1,0,1,0,0,4,1,0,Policy staff,0,0,1,0,0,161
16,2,1,2,2,1,Residential,High,Stables & landscape,Option B,0,1,0,0,0,0,1,4,1,0,Policy staff,0,1,0,0,0,161
16,2,1,2,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,161
16,2,2,7,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,0,Policy staff,0,0,1,0,0,162
16,2,2,7,2,0,Residential,Medium,Stables & landscape,Option B,0,1,0,1,0,0,1,4,1,0,Policy staff,0,1,0,0,0,162
16,2,2,7,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,162
16,2,3,9,1,1,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,0,Policy staff,0,0,1,0,0,163
16,2,3,9,2,0,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,0,0,163
16,2,3,9,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,163
16,2,4,12,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,0,Policy staff,1,0,0,0,0,164
16,2,4,12,2,0,Residential,Low,Stables,Option B,0,1,0,0,1,1,0,4,1,0,Policy staff,0,1,0,0,0,164
16,2,4,12,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,0,Policy staff,0,0,0,0,0,164
17,2,1,1,1,1,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,1,0,0,0,171
17,2,1,1,2,0,Limited,Low,None,Option B,1,0,0,0,1,0,0,4,1,1,Councillor,1,0,0,0,0,171
17,2,1,1,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,171
17,2,2,4,1,1,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,1,0,0,0,172
17,2,2,4,2,0,Commercial,Medium,None,Option B,0,0,1,1,0,0,0,4,1,1,Councillor,0,0,1,0,0,172
17,2,2,4,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,172
17,2,3,6,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,1,0,0,0,173
17,2,3,6,2,1,Limited,High,Stables & landscape,Option B,1,0,0,0,0,0,1,4,1,1,Councillor,1,0,0,0,0,173
17,2,3,6,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,173
17,2,4,8,1,0,Limited,Medium,Stables,Option A,1,0,0,1,0,1,0,4,1,1,Councillor,1,0,0,0,0,174
17,2,4,8,2,1,Commercial,High,Stables,Option B,0,0,1,0,0,1,0,4,1,1,Councillor,0,0,1,0,0,174
17,2,4,8,3,0,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,174
18,1,1,1,1,0,Residential,High,Stables & landscape,Option A,0,1,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,181
18,1,1,1,2,0,Limited,Low,None,Option B,1,0,0,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,181
18,1,1,1,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,181
18,1,2,6,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,182
18,1,2,6,2,0,Limited,High,Stables & landscape,Option B,1,0,0,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,182
18,1,2,6,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,182
18,1,3,9,1,0,Commercial,High,Stables & landscape,Option A,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,183
18,1,3,9,2,0,Limited,Medium,Stables,Option B,1,0,0,1,0,1,0,4,1,1,Councillor,0,0,0,0,0,183
18,1,3,9,3,1,None,High,None,Status quo,0,0,0,0,0,0,0,4,1,1,Councillor,0,0,0,0,0,183
18,1,4,11,1,0,Residential,Low,None,Option A,0,1,0,0,1,0,0,4,1,1,Councillor,0,0,0,0,0,184
18,1,4,11,2,0,Commercial,High,Stables & landscape,Option B,0,0,1,0,0,0,1,4,1,1,Councillor,0,0,0,0,0,184
